Date,Price,Open,High,Low,Vol.,Change %
05/27/2020,30.43,30.43,30.43,30.43,,-0.53%
05/26/2020,30.59,30.59,30.59,30.59,,0.82%
05/22/2020,30.34,30.34,30.34,30.34,,-0.92%
05/21/2020,30.62,30.62,30.62,30.62,,0.18%
05/20/2020,30.57,30.57,30.57,30.57,,0.49%
05/19/2020,30.42,30.42,30.42,30.42,,-0.42%
05/18/2020,30.55,30.55,30.55,30.55,,2.51%
05/15/2020,29.8,29.8,29.8,29.8,,2.05%
05/14/2020,29.2,29.2,29.2,29.2,,9.45%
05/13/2020,26.68,26.68,26.68,26.68,,-0.48%
05-12-20,26.81,26.81,26.81,26.81,,-1.69%
05-11-20,27.27,27.27,27.27,27.27,,-4.45%
05-08-20,28.54,28.54,28.54,28.54,,5.16%
05-07-20,27.14,27.14,27.14,27.14,,-0.77%
05-06-20,27.35,27.35,27.35,27.35,,-5.49%
05-05-20,28.94,28.94,28.94,28.94,,10.46%
05-04-20,26.2,26.2,26.2,26.2,,3.56%
05-01-20,25.3,25.3,25.3,25.3,,24.08%
04/30/2020,20.39,20.39,20.39,20.39,,0.05%
04/29/2020,20.38,20.38,20.38,20.38,,-0.15%
04/28/2020,20.41,20.41,20.41,20.41,,0.20%
04/27/2020,20.37,20.37,20.37,20.37,,-0.39%
04/24/2020,20.45,20.45,20.45,20.45,,0.00%
04/23/2020,20.45,20.45,20.45,20.45,,2.25%
04/22/2020,20,20,20,20,,4.88%
04/21/2020,19.07,19.07,19.07,19.07,,-11.18%
04/20/2020,21.47,21.47,21.47,21.47,,-3.42%
04/17/2020,22.23,22.23,22.23,22.23,,2.40%
04/16/2020,21.71,21.71,21.71,21.71,,1.16%
04/15/2020,21.46,21.46,21.46,21.46,,-2.28%
04/14/2020,21.96,21.96,21.96,21.96,,-11.24%
04/13/2020,24.74,24.74,24.74,24.74,,6.36%
04-09-20,23.26,23.26,23.26,23.26,,-11.09%
04-08-20,26.16,26.16,26.16,26.16,,0.62%
04-07-20,26,26,26,26,,-5.28%
04-06-20,27.45,27.45,27.45,27.45,,-6.60%
04-03-20,29.39,29.39,29.39,29.39,,12.35%
04-02-20,26.16,26.16,26.16,26.16,,16.47%
04-01-20,22.46,22.46,22.46,22.46,,-33.35%
03/31/2020,33.7,33.7,33.7,33.7,,-0.41%
03/30/2020,33.84,33.84,33.84,33.84,,-0.21%
03/27/2020,33.91,33.91,33.91,33.91,,-0.47%
03/26/2020,34.07,34.07,34.07,34.07,,-0.23%
03/25/2020,34.15,34.15,34.15,34.15,,0.47%
03/24/2020,33.99,33.99,33.99,33.99,,0.09%
03/23/2020,33.96,33.96,33.96,33.96,,-0.26%
03/20/2020,34.05,34.05,34.05,34.05,,-1.56%
03/19/2020,34.59,34.59,34.59,34.59,,2.92%
03/18/2020,33.61,33.61,33.61,33.61,,-4.71%
03/17/2020,35.27,35.27,35.27,35.27,,-0.51%
03/16/2020,35.45,35.45,35.45,35.45,,-4.09%
03/13/2020,36.96,36.96,36.96,36.96,,1.79%
03-12-20,36.31,36.31,36.31,36.31,,-3.48%
03-11-20,37.62,37.62,37.62,37.62,,-1.36%
03-10-20,38.14,38.14,38.14,38.14,,5.18%
03-09-20,36.26,36.26,36.26,36.26,,-20.67%
03-06-20,45.71,45.71,45.71,45.71,,-8.07%
03-05-20,49.72,49.72,49.72,49.72,,-1.51%
03-04-20,50.48,50.48,50.48,50.48,,-0.88%
03-03-20,50.93,50.93,50.93,50.93,,-0.04%
03-02-20,50.95,50.95,50.95,50.95,,-6.03%
02/28/2020,54.22,54.22,54.22,54.22,,-0.06%
02/27/2020,54.25,54.25,54.25,54.25,,-0.15%
02/26/2020,54.33,54.33,54.33,54.33,,-0.39%
02/25/2020,54.54,54.54,54.54,54.54,,-0.26%
02/24/2020,54.68,54.68,54.68,54.68,,-1.07%
02/21/2020,55.27,55.27,55.27,55.27,,-0.49%
02/20/2020,55.54,55.54,55.54,55.54,,-0.20%
02/19/2020,55.65,55.65,55.65,55.65,,0.91%
02/18/2020,55.15,55.15,55.15,55.15,,-0.34%
02/14/2020,55.34,55.34,55.34,55.34,,0.69%
02/13/2020,54.96,54.96,54.96,54.96,,0.68%
02-12-20,54.59,54.59,54.59,54.59,,2.06%
02-11-20,53.49,53.49,53.49,53.49,,0.92%
02-10-20,53,53,53,53,,-2.00%
02-07-20,54.08,54.08,54.08,54.08,,-0.52%
02-06-20,54.36,54.36,54.36,54.36,,-0.31%
02-05-20,54.53,54.53,54.53,54.53,,2.67%
02-04-20,53.11,53.11,53.11,53.11,,-0.73%
02-03-20,53.5,53.5,53.5,53.5,,-16.78%
01/31/2020,64.29,64.29,64.29,64.29,,0.19%
01/30/2020,64.17,64.17,64.17,64.17,,-0.31%
01/29/2020,64.37,64.37,64.37,64.37,,0.05%
01/28/2020,64.34,64.34,64.34,64.34,,-0.05%
01/27/2020,64.37,64.37,64.37,64.37,,-0.42%
01/24/2020,64.64,64.64,64.64,64.64,,-0.46%
01/23/2020,64.94,64.94,64.94,64.94,,-0.49%
01/22/2020,65.26,65.26,65.26,65.26,,-0.50%
01/21/2020,65.59,65.59,65.59,65.59,,-0.24%
01/17/2020,65.75,65.75,65.75,65.75,,0.02%
01/16/2020,65.74,65.74,65.74,65.74,,0.38%
01/15/2020,65.49,65.49,65.49,65.49,,-0.53%
01/14/2020,65.84,65.84,65.84,65.84,,0.18%
01/13/2020,65.72,65.72,65.72,65.72,,-0.53%
01-10-20,66.07,66.07,66.07,66.07,,-0.12%
01-09-20,66.15,66.15,66.15,66.15,,0.23%
01-08-20,66,66,66,66,,-2.83%
01-07-20,67.92,67.92,67.92,67.92,,-0.53%
01-06-20,68.28,68.28,68.28,68.28,,0.66%
01-03-20,67.83,67.83,67.83,67.83,,3.65%
01-02-20,65.44,65.44,65.44,65.44,,0.85%
12/31/2019,64.89,64.89,64.89,64.89,,0.06%
12/30/2019,64.85,64.85,64.85,64.85,,0.05%
12/27/2019,64.82,64.82,64.82,64.82,,-0.02%
12/26/2019,64.83,64.83,64.83,64.83,,0.06%
12/24/2019,64.79,64.79,64.79,64.79,,0.22%
12/23/2019,64.65,64.65,64.65,64.65,,0.03%
12/20/2019,64.63,64.63,64.63,64.63,,-0.11%
12/19/2019,64.7,64.7,64.7,64.7,,0.25%
12/18/2019,64.54,64.54,64.54,64.54,,0.02%
12/17/2019,64.53,64.53,64.53,64.53,,0.53%
12/16/2019,64.19,64.19,64.19,64.19,,0.11%
12/13/2019,64.12,64.12,64.12,64.12,,1.04%
12-12-19,63.46,63.46,63.46,63.46,,0.76%
12-11-19,62.98,62.98,62.98,62.98,,-0.82%
12-10-19,63.5,63.5,63.5,63.5,,0.25%
12-09-19,63.34,63.34,63.34,63.34,,-0.14%
12-06-19,63.43,63.43,63.43,63.43,,0.97%
12-05-19,62.82,62.82,62.82,62.82,,0.48%
12-04-19,62.52,62.52,62.52,62.52,,3.41%
12-03-19,60.46,60.46,60.46,60.46,,0.08%
12-02-19,60.41,60.41,60.41,60.41,,-2.52%
11/29/2019,61.97,61.97,61.97,61.97,,0.03%
11/27/2019,61.95,61.95,61.95,61.95,,0.00%
11/26/2019,61.95,61.95,61.95,61.95,,0.02%
11/25/2019,61.94,61.94,61.94,61.94,,0.06%
11/22/2019,61.9,61.9,61.9,61.9,,-0.27%
11/21/2019,62.07,62.07,62.07,62.07,,0.76%
11/20/2019,61.6,61.6,61.6,61.6,,1.02%
11/19/2019,60.98,60.98,60.98,60.98,,-0.94%
11/18/2019,61.56,61.56,61.56,61.56,,-0.61%
11/15/2019,61.94,61.94,61.94,61.94,,0.81%
11/14/2019,61.44,61.44,61.44,61.44,,-0.13%
11/13/2019,61.52,61.52,61.52,61.52,,0.38%
11-12-19,61.29,61.29,61.29,61.29,,0.33%
11-11-19,61.09,61.09,61.09,61.09,,-0.31%
11-08-19,61.28,61.28,61.28,61.28,,0.29%
11-07-19,61.1,61.1,61.1,61.1,,0.89%
11-06-19,60.56,60.56,60.56,60.56,,-1.51%
11-05-19,61.49,61.49,61.49,61.49,,0.99%
11-04-19,60.89,60.89,60.89,60.89,,0.58%
11-01-19,60.54,60.54,60.54,60.54,,1.97%
10/31/2019,59.37,59.37,59.37,59.37,,0.08%
10/30/2019,59.32,59.32,59.32,59.32,,-0.15%
10/29/2019,59.41,59.41,59.41,59.41,,-0.07%
10/28/2019,59.45,59.45,59.45,59.45,,-0.12%
10/25/2019,59.52,59.52,59.52,59.52,,0.12%
10/24/2019,59.45,59.45,59.45,59.45,,0.13%
10/23/2019,59.37,59.37,59.37,59.37,,0.58%
10/22/2019,59.03,59.03,59.03,59.03,,0.27%
10/21/2019,58.87,58.87,58.87,58.87,,-0.15%
10/18/2019,58.96,58.96,58.96,58.96,,-0.35%
10/17/2019,59.17,59.17,59.17,59.17,,0.29%
10/16/2019,59,59,59,59,,0.24%
10/15/2019,58.86,58.86,58.86,58.86,,-0.14%
10/14/2019,58.94,58.94,58.94,58.94,,-1.31%
10-11-19,59.72,59.72,59.72,59.72,,1.81%
10-10-19,58.66,58.66,58.66,58.66,,1.24%
10-09-19,57.94,57.94,57.94,57.94,,0.05%
10-08-19,57.91,57.91,57.91,57.91,,-0.53%
10-07-19,58.22,58.22,58.22,58.22,,0.19%
10-04-19,58.11,58.11,58.11,58.11,,1.15%
10-03-19,57.45,57.45,57.45,57.45,,0.23%
10-02-19,57.32,57.32,57.32,57.32,,-1.36%
10-01-19,58.11,58.11,58.11,58.11,,-4.92%
09/30/2019,61.12,61.12,61.12,61.12,,0.05%
09/27/2019,61.09,61.09,61.09,61.09,,-0.11%
09/26/2019,61.16,61.16,61.16,61.16,,0.11%
09/25/2019,61.09,61.09,61.09,61.09,,-0.24%
09/24/2019,61.24,61.24,61.24,61.24,,-0.65%
09/23/2019,61.64,61.64,61.64,61.64,,0.21%
09/20/2019,61.51,61.51,61.51,61.51,,0.16%
09/19/2019,61.41,61.41,61.41,61.41,,0.46%
09/18/2019,61.13,61.13,61.13,61.13,,-0.31%
09/17/2019,61.32,61.32,61.32,61.32,,-2.85%
09/16/2019,63.12,63.12,63.12,63.12,,7.75%
09/13/2019,58.58,58.58,58.58,58.58,,-0.10%
09-12-19,58.64,58.64,58.64,58.64,,-0.15%
09-11-19,58.73,58.73,58.73,58.73,,-1.71%
09-10-19,59.75,59.75,59.75,59.75,,-0.52%
09-09-19,60.06,60.06,60.06,60.06,,1.28%
09-06-19,59.3,59.3,59.3,59.3,,1.13%
09-05-19,58.64,58.64,58.64,58.64,,0.07%
09-04-19,58.6,58.6,58.6,58.6,,3.37%
09-03-19,56.69,56.69,56.69,56.69,,-4.09%
08/30/2019,59.11,59.11,59.11,59.11,,0.03%
08/29/2019,59.09,59.09,59.09,59.09,,-0.03%
08/28/2019,59.11,59.11,59.11,59.11,,0.22%
08/27/2019,58.98,58.98,58.98,58.98,,0.19%
08/26/2019,58.87,58.87,58.87,58.87,,-0.32%
08/23/2019,59.06,59.06,59.06,59.06,,-0.35%
08/22/2019,59.27,59.27,59.27,59.27,,-0.05%
08/21/2019,59.3,59.3,59.3,59.3,,0.30%
08/20/2019,59.12,59.12,59.12,59.12,,0.32%
08/19/2019,58.93,58.93,58.93,58.93,,0.99%
08/16/2019,58.35,58.35,58.35,58.35,,0.45%
08/15/2019,58.09,58.09,58.09,58.09,,-1.06%
08/14/2019,58.71,58.71,58.71,58.71,,-2.20%
08/13/2019,60.03,60.03,60.03,60.03,,2.88%
08-12-19,58.35,58.35,58.35,58.35,,0.07%
08-09-19,58.31,58.31,58.31,58.31,,1.46%
08-08-19,57.47,57.47,57.47,57.47,,1.90%
08-07-19,56.4,56.4,56.4,56.4,,-3.21%
08-06-19,58.27,58.27,58.27,58.27,,-1.00%
08-05-19,58.86,58.86,58.86,58.86,,-2.81%
08-02-19,60.56,60.56,60.56,60.56,,1.95%
08-01-19,59.4,59.4,59.4,59.4,,-6.09%
07/31/2019,63.25,63.25,63.25,63.25,,0.03%
07/30/2019,63.23,63.23,63.23,63.23,,0.11%
07/29/2019,63.16,63.16,63.16,63.16,,-0.02%
07/26/2019,63.17,63.17,63.17,63.17,,0.05%
07/25/2019,63.14,63.14,63.14,63.14,,0.19%
07/24/2019,63.02,63.02,63.02,63.02,,-0.08%
07/23/2019,63.07,63.07,63.07,63.07,,0.19%
07/22/2019,62.95,62.95,62.95,62.95,,0.58%
07/19/2019,62.59,62.59,62.59,62.59,,0.45%
07/18/2019,62.31,62.31,62.31,62.31,,-0.86%
07/17/2019,62.85,62.85,62.85,62.85,,-0.54%
07/16/2019,63.19,63.19,63.19,63.19,,-1.74%
07/15/2019,64.31,64.31,64.31,64.31,,-0.20%
07-12-19,64.44,64.44,64.44,64.44,,0.31%
07-11-19,64.24,64.24,64.24,64.24,,-0.59%
07-10-19,64.62,64.62,64.62,64.62,,2.95%
07-09-19,62.77,62.77,62.77,62.77,,0.26%
07-08-19,62.61,62.61,62.61,62.61,,0.13%
07-05-19,62.53,62.53,62.53,62.53,,0.45%
07-03-19,62.25,62.25,62.25,62.25,,2.02%
07-02-19,61.02,61.02,61.02,61.02,,-3.43%
07-01-19,63.19,63.19,63.19,63.19,,2.37%
06/27/2019,61.73,61.73,61.73,61.73,,-0.06%
06/26/2019,61.77,61.77,61.77,61.77,,0.23%
06/25/2019,61.63,61.63,61.63,61.63,,-0.02%
06/24/2019,61.64,61.64,61.64,61.64,,-0.28%
06/21/2019,61.81,61.81,61.81,61.81,,0.36%
06/20/2019,61.59,61.59,61.59,61.59,,1.55%
06/19/2019,60.65,60.65,60.65,60.65,,0.02%
06/18/2019,60.64,60.64,60.64,60.64,,1.17%
06/17/2019,59.94,59.94,59.94,59.94,,-1.04%
06/14/2019,60.57,60.57,60.57,60.57,,0.65%
06/13/2019,60.18,60.18,60.18,60.18,,1.36%
06-12-19,59.37,59.37,59.37,59.37,,-2.58%
06-11-19,60.94,60.94,60.94,60.94,,0.58%
06-10-19,60.59,60.59,60.59,60.59,,-1.09%
06-07-19,61.26,61.26,61.26,61.26,,2.36%
06-06-19,59.85,59.85,59.85,59.85,,0.47%
06-05-19,59.57,59.57,59.57,59.57,,-2.07%
06-04-19,60.83,60.83,60.83,60.83,,0.71%
06-03-19,60.4,60.4,60.4,60.4,,-12.94%
05/31/2019,69.38,69.38,69.38,69.38,,0.06%
05/30/2019,69.34,69.34,69.34,69.34,,-0.24%
05/29/2019,69.51,69.51,69.51,69.51,,-0.22%
05/28/2019,69.66,69.66,69.66,69.66,,0.33%
05/24/2019,69.43,69.43,69.43,69.43,,0.09%
05/23/2019,69.37,69.37,69.37,69.37,,-1.60%
05/22/2019,70.5,70.5,70.5,70.5,,-0.69%
05/21/2019,70.99,70.99,70.99,70.99,,0.11%
05/20/2019,70.91,70.91,70.91,70.91,,-0.14%
05/17/2019,71.01,71.01,71.01,71.01,,-0.20%
05/16/2019,71.15,71.15,71.15,71.15,,0.72%
05/15/2019,70.64,70.64,70.64,70.64,,0.34%
05/14/2019,70.4,70.4,70.4,70.4,,1.09%
05/13/2019,69.64,69.64,69.64,69.64,,-0.37%
05-10-19,69.9,69.9,69.9,69.9,,0.30%
05-09-19,69.69,69.69,69.69,69.69,,0.14%
05-08-19,69.59,69.59,69.59,69.59,,0.26%
05-07-19,69.41,69.41,69.41,69.41,,-1.63%
05-06-19,70.56,70.56,70.56,70.56,,-0.11%
05-03-19,70.64,70.64,70.64,70.64,,0.04%
05-02-19,70.61,70.61,70.61,70.61,,-1.45%
05-01-19,71.65,71.65,71.65,71.65,,0.99%
04/30/2019,70.95,70.95,70.95,70.95,,0.03%
04/29/2019,70.93,70.93,70.93,70.93,,-0.04%
04/26/2019,70.96,70.96,70.96,70.96,,-0.24%
04/25/2019,71.13,71.13,71.13,71.13,,-0.10%
04/24/2019,71.2,71.2,71.2,71.2,,0.14%
04/23/2019,71.1,71.1,71.1,71.1,,0.11%
04/22/2019,71.02,71.02,71.02,71.02,,0.92%
04/18/2019,70.37,70.37,70.37,70.37,,0.31%
04/17/2019,70.15,70.15,70.15,70.15,,-0.13%
04/16/2019,70.24,70.24,70.24,70.24,,0.59%
04/15/2019,69.83,69.83,69.83,69.83,,-0.21%
04-12-19,69.98,69.98,69.98,69.98,,0.40%
04-11-19,69.7,69.7,69.7,69.7,,-0.98%
04-10-19,70.39,70.39,70.39,70.39,,1.05%
04-09-19,69.66,69.66,69.66,69.66,,-0.61%
04-08-19,70.09,70.09,70.09,70.09,,0.52%
04-05-19,69.73,69.73,69.73,69.73,,1.09%
04-04-19,68.98,68.98,68.98,68.98,,0.23%
04-03-19,68.82,68.82,68.82,68.82,,-0.10%
04-02-19,68.89,68.89,68.89,68.89,,0.63%
04-01-19,68.46,68.46,68.46,68.46,,2.29%
03/29/2019,66.93,66.93,66.93,66.93,,0.06%
03/28/2019,66.89,66.89,66.89,66.89,,-0.04%
03/27/2019,66.92,66.92,66.92,66.92,,-0.07%
03/26/2019,66.97,66.97,66.97,66.97,,0.12%
03/25/2019,66.89,66.89,66.89,66.89,,-0.01%
03/22/2019,66.9,66.9,66.9,66.9,,-0.28%
03/21/2019,67.09,67.09,67.09,67.09,,-0.37%
03/20/2019,67.34,67.34,67.34,67.34,,0.43%
03/19/2019,67.05,67.05,67.05,67.05,,0.04%
03/18/2019,67.02,67.02,67.02,67.02,,0.22%
03/15/2019,66.87,66.87,66.87,66.87,,-0.10%
03/14/2019,66.94,66.94,66.94,66.94,,-0.36%
03/13/2019,67.18,67.18,67.18,67.18,,0.83%
03-12-19,66.63,66.63,66.63,66.63,,0.06%
03-11-19,66.59,66.59,66.59,66.59,,0.86%
03-08-19,66.02,66.02,66.02,66.02,,-0.62%
03-07-19,66.43,66.43,66.43,66.43,,0.45%
03-06-19,66.13,66.13,66.13,66.13,,0.41%
03-05-19,65.86,65.86,65.86,65.86,,0.38%
03-04-19,65.61,65.61,65.61,65.61,,0.94%
03-01-19,65,65,65,65,,0.65%
02/28/2019,64.58,64.58,64.58,64.58,,-0.03%
02/27/2019,64.6,64.6,64.6,64.6,,0.11%
02/26/2019,64.53,64.53,64.53,64.53,,0.05%
02/25/2019,64.5,64.5,64.5,64.5,,-0.65%
02/22/2019,64.92,64.92,64.92,64.92,,-0.02%
02/21/2019,64.93,64.93,64.93,64.93,,-0.03%
02/20/2019,64.95,64.95,64.95,64.95,,0.45%
02/19/2019,64.66,64.66,64.66,64.66,,-0.03%
02/15/2019,64.68,64.68,64.68,64.68,,0.97%
02/14/2019,64.06,64.06,64.06,64.06,,1.22%
02/13/2019,63.29,63.29,63.29,63.29,,1.25%
02-12-19,62.51,62.51,62.51,62.51,,1.39%
02-11-19,61.65,61.65,61.65,61.65,,-0.82%
02-08-19,62.16,62.16,62.16,62.16,,0.60%
02-07-19,61.79,61.79,61.79,61.79,,-1.47%
02-06-19,62.71,62.71,62.71,62.71,,1.01%
02-05-19,62.08,62.08,62.08,62.08,,-0.75%
02-04-19,62.55,62.55,62.55,62.55,,-0.11%
02-01-19,62.62,62.62,62.62,62.62,,5.99%
01/31/2019,59.08,59.08,59.08,59.08,,0.05%
01/30/2019,59.05,59.05,59.05,59.05,,0.00%
01/29/2019,59.05,59.05,59.05,59.05,,0.22%
01/28/2019,58.92,58.92,58.92,58.92,,-0.52%
01/25/2019,59.23,59.23,59.23,59.23,,0.12%
01/24/2019,59.16,59.16,59.16,59.16,,0.14%
01/23/2019,59.08,59.08,59.08,59.08,,-0.03%
01/22/2019,59.1,59.1,59.1,59.1,,-0.71%
01/18/2019,59.52,59.52,59.52,59.52,,1.12%
01/17/2019,58.86,58.86,58.86,58.86,,-0.02%
01/16/2019,58.87,58.87,58.87,58.87,,0.62%
01/15/2019,58.51,58.51,58.51,58.51,,1.51%
01/14/2019,57.64,57.64,57.64,57.64,,-1.27%
01-11-19,58.38,58.38,58.38,58.38,,-1.20%
01-10-19,59.09,59.09,59.09,59.09,,0.32%
01-09-19,58.9,58.9,58.9,58.9,,3.57%
01-08-19,56.87,56.87,56.87,56.87,,2.25%
01-07-19,55.62,55.62,55.62,55.62,,0.27%
01-04-19,55.47,55.47,55.47,55.47,,1.30%
01-03-19,54.76,54.76,54.76,54.76,,1.61%
01-02-19,53.89,53.89,53.89,53.89,,-5.98%
12/31/2018,57.32,57.32,57.32,57.32,,0.00%
12/28/2018,57.32,57.32,57.32,57.32,,0.07%
12/27/2018,57.28,57.28,57.28,57.28,,-0.24%
12/26/2018,57.42,57.42,57.42,57.42,,0.86%
12/24/2018,56.93,56.93,56.93,56.93,,-0.96%
12/21/2018,57.48,57.48,57.48,57.48,,-0.09%
12/20/2018,57.53,57.53,57.53,57.53,,-1.17%
12/19/2018,58.21,58.21,58.21,58.21,,0.50%
12/18/2018,57.92,57.92,57.92,57.92,,-2.06%
12/17/2018,59.14,59.14,59.14,59.14,,-0.35%
12/14/2018,59.35,59.35,59.35,59.35,,-0.95%
12/13/2018,59.92,59.92,59.92,59.92,,1.15%
12-12-18,59.24,59.24,59.24,59.24,,0.17%
12-11-18,59.14,59.14,59.14,59.14,,0.22%
12-10-18,59.01,59.01,59.01,59.01,,-1.98%
12-07-18,60.2,60.2,60.2,60.2,,1.67%
12-06-18,59.21,59.21,59.21,59.21,,-2.07%
12-05-18,60.46,60.46,60.46,60.46,,-0.97%
12-04-18,61.05,61.05,61.05,61.05,,0.88%
12-03-18,60.52,60.52,60.52,60.52,,-7.69%
11/30/2018,65.56,65.56,65.56,65.56,,-0.05%
11/29/2018,65.59,65.59,65.59,65.59,,0.11%
11/28/2018,65.52,65.52,65.52,65.52,,-0.11%
11/27/2018,65.59,65.59,65.59,65.59,,-0.06%
11/26/2018,65.63,65.63,65.63,65.63,,0.43%
11/23/2018,65.35,65.35,65.35,65.35,,-1.68%
11/21/2018,66.47,66.47,66.47,66.47,,0.62%
11/20/2018,66.06,66.06,66.06,66.06,,-2.39%
11/19/2018,67.68,67.68,67.68,67.68,,0.12%
11/16/2018,67.6,67.6,67.6,67.6,,0.07%
11/15/2018,67.55,67.55,67.55,67.55,,0.43%
11/14/2018,67.26,67.26,67.26,67.26,,0.52%
11/13/2018,66.91,66.91,66.91,66.91,,-4.15%
11-12-18,69.81,69.81,69.81,69.81,,-0.01%
11-09-18,69.82,69.82,69.82,69.82,,-0.23%
11-08-18,69.98,69.98,69.98,69.98,,-1.52%
11-07-18,71.06,71.06,71.06,71.06,,0.10%
11-06-18,70.99,70.99,70.99,70.99,,-1.24%
11-05-18,71.88,71.88,71.88,71.88,,0.48%
11-02-18,71.54,71.54,71.54,71.54,,-0.03%
11-01-18,71.56,71.56,71.56,71.56,,-9.86%
10/31/2018,79.39,79.39,79.39,79.39,,0.05%
10/30/2018,79.35,79.35,79.35,79.35,,-0.08%
10/29/2018,79.41,79.41,79.41,79.41,,-0.05%
10/26/2018,79.45,79.45,79.45,79.45,,0.09%
10/25/2018,79.38,79.38,79.38,79.38,,0.13%
10/24/2018,79.28,79.28,79.28,79.28,,-0.05%
10/23/2018,79.32,79.32,79.32,79.32,,-1.08%
10/22/2018,80.19,80.19,80.19,80.19,,0.14%
10/19/2018,80.08,80.08,80.08,80.08,,0.06%
10/18/2018,80.03,80.03,80.03,80.03,,-0.27%
10/17/2018,80.25,80.25,80.25,80.25,,-0.74%
10/16/2018,80.85,80.85,80.85,80.85,,0.57%
10/15/2018,80.39,80.39,80.39,80.39,,0.02%
10-12-18,80.37,80.37,80.37,80.37,,0.22%
10-11-18,80.19,80.19,80.19,80.19,,-2.03%
10-10-18,81.85,81.85,81.85,81.85,,-1.69%
10-09-18,83.26,83.26,83.26,83.26,,0.82%
10-08-18,82.58,82.58,82.58,82.58,,-0.16%
10-05-18,82.71,82.71,82.71,82.71,,-0.08%
10-04-18,82.78,82.78,82.78,82.78,,-1.59%
10-03-18,84.12,84.12,84.12,84.12,,1.77%
10-02-18,82.66,82.66,82.66,82.66,,-0.19%
10-01-18,82.82,82.82,82.82,82.82,,7.21%
09/28/2018,77.25,77.25,77.25,77.25,,0.04%
09/27/2018,77.22,77.22,77.22,77.22,,0.16%
09/26/2018,77.1,77.1,77.1,77.1,,-0.05%
09/25/2018,77.14,77.14,77.14,77.14,,0.16%
09/24/2018,77.02,77.02,77.02,77.02,,0.71%
09/21/2018,76.48,76.48,76.48,76.48,,0.05%
09/20/2018,76.44,76.44,76.44,76.44,,-0.27%
09/19/2018,76.65,76.65,76.65,76.65,,0.20%
09/18/2018,76.5,76.5,76.5,76.5,,0.58%
09/17/2018,76.06,76.06,76.06,76.06,,-0.09%
09/14/2018,76.13,76.13,76.13,76.13,,-0.12%
09/13/2018,76.22,76.22,76.22,76.22,,-1.14%
09-12-18,77.1,77.1,77.1,77.1,,0.50%
09-11-18,76.72,76.72,76.72,76.72,,1.54%
09-10-18,75.56,75.56,75.56,75.56,,0.69%
09-07-18,75.04,75.04,75.04,75.04,,0.47%
09-06-18,74.69,74.69,74.69,74.69,,-1.11%
09-05-18,75.53,75.53,75.53,75.53,,-1.14%
09-04-18,76.4,76.4,76.4,76.4,,5.39%
08/31/2018,72.49,72.49,72.49,72.49,,-0.03%
08/30/2018,72.51,72.51,72.51,72.51,,0.03%
08/29/2018,72.49,72.49,72.49,72.49,,0.14%
08/28/2018,72.39,72.39,72.39,72.39,,-0.08%
08/27/2018,72.45,72.45,72.45,72.45,,0.08%
08/24/2018,72.39,72.39,72.39,72.39,,0.44%
08/23/2018,72.07,72.07,72.07,72.07,,0.01%
08/22/2018,72.06,72.06,72.06,72.06,,0.95%
08/21/2018,71.38,71.38,71.38,71.38,,0.28%
08/20/2018,71.18,71.18,71.18,71.18,,0.15%
08/17/2018,71.07,71.07,71.07,71.07,,0.27%
08/16/2018,70.88,70.88,70.88,70.88,,0.50%
08/15/2018,70.53,70.53,70.53,70.53,,-1.23%
08/14/2018,71.41,71.41,71.41,71.41,,-0.15%
08/13/2018,71.52,71.52,71.52,71.52,,-0.26%
08-10-18,71.71,71.71,71.71,71.71,,0.80%
08-09-18,71.14,71.14,71.14,71.14,,-0.21%
08-08-18,71.29,71.29,71.29,71.29,,-2.22%
08-07-18,72.91,72.91,72.91,72.91,,0.77%
08-06-18,72.35,72.35,72.35,72.35,,0.64%
08-03-18,71.89,71.89,71.89,71.89,,-0.43%
08-02-18,72.2,72.2,72.2,72.2,,1.93%
08-01-18,70.83,70.83,70.83,70.83,,-3.13%
07/31/2018,73.12,73.12,73.12,73.12,,-0.04%
07/30/2018,73.15,73.15,73.15,73.15,,0.01%
07/27/2018,73.14,73.14,73.14,73.14,,0.00%
07/26/2018,73.14,73.14,73.14,73.14,,0.18%
07/25/2018,73.01,73.01,73.01,73.01,,0.26%
07/24/2018,72.82,72.82,72.82,72.82,,0.21%
07/23/2018,72.67,72.67,72.67,72.67,,0.11%
07/20/2018,72.59,72.59,72.59,72.59,,0.21%
07/19/2018,72.44,72.44,72.44,72.44,,-0.39%
07/18/2018,72.72,72.72,72.72,72.72,,0.48%
07/17/2018,72.37,72.37,72.37,72.37,,0.50%
07/16/2018,72.01,72.01,72.01,72.01,,-2.45%
07/13/2018,73.82,73.82,73.82,73.82,,0.81%
07-12-18,73.23,73.23,73.23,73.23,,1.22%
07-11-18,72.35,72.35,72.35,72.35,,-4.46%
07-10-18,75.73,75.73,75.73,75.73,,0.87%
07-09-18,75.08,75.08,75.08,75.08,,1.12%
07-06-18,74.25,74.25,74.25,74.25,,-0.38%
07-05-18,74.53,74.53,74.53,74.53,,-0.47%
07-03-18,74.88,74.88,74.88,74.88,,0.74%
07-02-18,74.33,74.33,74.33,74.33,,1.01%
06/29/2018,73.59,73.59,73.59,73.59,,0.03%
06/28/2018,73.57,73.57,73.57,73.57,,-0.01%
06/27/2018,73.58,73.58,73.58,73.58,,0.19%
